rid,singer,title,clean_title,occurrences,appeared
538063195,ProdbyMend,亲密爱人 (微醺R&B版),亲密爱人 (微醺R&B版),0,0
537317844,ProdbyMend,乌兰巴托的夜 (空灵女音),乌兰巴托的夜 (空灵女音),0,0
463342255,ProdbyMend,最后一页 (DJ版),最后一页 (DJ版),0,0
533660541,ProdbyMend,只要有你 (R&B版),只要有你 (R&B版),0,0
465012284,ProdbyMend,情非得已 (DJ版),情非得已 (DJ版),0,0
535064274,ProdbyMend,漫步人生路 (R&B版),漫步人生路 (R&B版),0,0
533110993,ProdbyMend,遗憾 (R&B版),遗憾 (R&B版),0,0
537302758,ProdbyMend,从开始到现在 (R&B版),从开始到现在 (R&B版),0,0
464088908,ProdbyMend,最后一页 (海潮声淹没了离别时的黄昏),最后一页 (海潮声淹没了离别时的黄昏),0,0
434774329,ProdbyMend,Counting Stars (燃尽小曲),Counting Stars (燃尽小曲),0,0
424389024,ProdbyMend,红色高跟鞋 (DJ版),红色高跟鞋 (DJ版),1,1
536204383,ProdbyMend,情歌 (深情男声),情歌 (深情男声),0,0
535968652,ProdbyMend,信仰 (心碎女声),信仰 (心碎女声),0,0
527197722,ProdbyMend,你那么爱她 (R&B版),你那么爱她 (R&B版),0,0
539156337,ProdbyMend,等你等你的一切 (别辜负眼前季节),等你等你的一切 (别辜负眼前季节),0,0
539699816,ProdbyMend,等你爱我 (R&B氛围版),等你爱我 (R&B氛围版),0,0
537515951,ProdbyMend,love story (微醺R&B版),love story (微醺R&B版),0,0
539697857,ProdbyMend,花香 (R&B版),花香 (R&B版),0,0
534762726,ProdbyMend,最美的梦 (烟嗓女声版),最美的梦 (烟嗓女声版),1,1
176704915,莫文蔚,这世界那么多人,这世界那么多人,0,0
1697454,莫文蔚,盛夏的果实,盛夏的果实,2,1
166739,莫文蔚,阴天,阴天,3,1
21762578,莫文蔚,一生所爱,一生所爱,1,1
320577,莫文蔚,电台情歌,电台情歌,1,1
41384797,莫文蔚,慢慢喜欢你,慢慢喜欢你,4,1
608747136,莫文蔚,忐白门 (Live),忐白门,0,0
166731,莫文蔚,忽然之间,忽然之间,1,1
162196353,莫文蔚,那么爱你为什么,那么爱你为什么,4,1
38000118,莫文蔚,一生所爱,一生所爱,1,1
166676,莫文蔚,盛夏的果实,盛夏的果实,2,1
467379433,莫文蔚,岁月里的花,岁月里的花,0,0
237919,莫文蔚,那么爱你为什么,那么爱你为什么,4,1
296297,莫文蔚,如果没有你,如果没有你,4,1
28667531,莫文蔚,阴天,阴天,3,1
166771,莫文蔚,他不爱我,他不爱我,9,1
3615944,莫文蔚,电台情歌,电台情歌,1,1
21766991,莫文蔚,广岛之恋,广岛之恋,0,0
166760,莫文蔚,是非题,是非题,1,1
6307314,莫文蔚,当你老了,当你老了,4,1
85688,莫文蔚,阴天,阴天,3,1
58697,莫文蔚,广岛之恋,广岛之恋,0,0
452708856,莫文蔚,歌曲：岁月里的花 (Live),歌曲：岁月里的花,0,0
74462,周华健,花心,花心,0,0
321327,周华健,刀剑如梦,刀剑如梦,0,0
949749,周华健,刀剑如梦,刀剑如梦,0,0
321345,周华健,朋友,朋友,12,1
151365271,周华健,难念的经,难念的经,0,0
159010,周华健,风雨无阻,风雨无阻,3,1
159052,周华健,风雨无阻,风雨无阻,3,1
237951,周华健,让我欢喜让我忧,让我欢喜让我忧,2,1
1115252,周华健,难念的经,难念的经,0,0
672712,周华健,有没有一首歌会让你想起我,有没有一首歌会让你想起我,0,0
29550915,周华健,其实不想走,其实不想走,9,1
226933196,周华健,花心,花心,1,1
63128,周华健,若不是因为你,若不是因为你,8,1
38526962,周华健,最近比较烦,最近比较烦,8,1
38513799,周华健,神话情话,神话情话,0,0
321396,周华健,最真的梦,最真的梦,2,1
63086,周华健,天下有情人,天下有情人,0,0
159011,周华健,孤枕难眠,孤枕难眠,6,1
237803,周华健,有没有一首歌会让你想起我,有没有一首歌会让你想起我,0,0
39754506,周华健,漂洋过海来看你 (Live),漂洋过海来看你,0,0
540933977,周华健,恭喜自己,恭喜自己,25,1
3984365,周华健,真心英雄,真心英雄,0,0
321333,周华健,其实不想走,其实不想走,9,1
159090,周华健,风雨无阻 (Live),风雨无阻,3,1
81168,周华健,孤枕难眠,孤枕难眠,6,1
80080,陈慧娴,千千阕歌,千千阕歌,0,0
25251981,陈慧娴,千千阕歌,千千阕歌,4,1
66448,陈慧娴,人生何处不相逢,人生何处不相逢,0,0
16994198,陈慧娴,千千阕歌,千千阕歌,0,0
877356,陈慧娴,飘雪,飘雪,2,1
159822,陈慧娴,月亮,月亮,0,0
159834,陈慧娴,傻女 (Album Version),傻女 (Album Version),0,0
699784,陈慧娴,人生何处不相逢,人生何处不相逢,0,0
80091,陈慧娴,情意结,情意结,0,0
386146885,陈慧娴,千千阙歌,千千阙歌,4,1
382656,陈慧娴,月半小夜曲,月半小夜曲,0,0
26239928,陈慧娴,飘雪,飘雪,2,1
76890,陈慧娴,孤单背影,孤单背影,3,1
159948,陈慧娴,归来吧,归来吧,3,1
159832,陈慧娴,逝去的诺言,逝去的诺言,0,0
445973179,陈慧娴,千千阙歌   夕阳之歌 (Live),千千阙歌   夕阳之歌,0,0
76912,陈慧娴,跳舞街,跳舞街,0,0
159792,陈慧娴,夜机,夜机,0,0
489379883,陈慧娴,千千阕歌 (黑胶版),千千阕歌 (黑胶版),0,0
159945,陈慧娴,傻女,傻女,0,0
159815,陈慧娴,归来吧,归来吧,3,1
995195,陈慧娴,情意结,情意结,0,0
160054,陈慧娴,飘雪,飘雪,2,1
1035026,杨丞琳,雨爱,雨爱,3,1
250450649,杨丞琳,雨爱 (DJ版),雨爱 (DJ版),0,0
447012,杨丞琳,带我走,带我走,12,1
22800405,杨丞琳,匿名的好友,匿名的好友,0,0
616333,杨丞琳,雨爱,雨爱,3,1
614114042,杨丞琳,失眠 (Live),失眠,7,1
608664542,杨丞琳,喜欢 (Live),喜欢,13,1
96090697,杨丞琳,雨爱 (2010-2011台北最High新年城跨年晚会现场),雨爱,3,1
127421,杨丞琳,左边,左边,6,1
208755012,杨丞琳,如愿 (Live),如愿,1,1
320478,杨丞琳,左边,左边,6,1
9895357,杨丞琳,搁浅 (Live),搁浅,2,1
23542680,杨丞琳,暧昧,暧昧,5,1
38615712,杨丞琳,雨爱,雨爱,3,1
9827887,杨丞琳,年轮说,年轮说,0,0
650221,杨丞琳,雨爱,雨爱,3,1
38615673,杨丞琳,左边,左边,6,1
6842822,杨丞琳,仰望,仰望,12,1
597126334,杨丞琳,亲爱的你，好久不见,亲爱的你，好久不见,0,0
23544268,杨丞琳,不被祝福的幸福,不被祝福的幸福,0,0
243521650,杨丞琳,光阴的故事 (Live),光阴的故事,4,1
601699326,杨丞琳,匿名的好友 (Live),匿名的好友,0,0
204545813,杨丞琳,千年之恋 (Live),千年之恋,0,0
597534744,杨丞琳,爱河 (Live),爱河,6,1
9895353,杨丞琳,她说 (Live),她说,2,1
4390529,伍佰 & China Blue,突然的自我,突然的自我,1,1
3933760,伍佰 & China Blue,突然的自我,突然的自我,0,0
888898,伍佰 & China Blue,挪威的森林,挪威的森林,0,0
125458,伍佰 & China Blue,再度重相逢,再度重相逢,3,1
28718450,伍佰 & China Blue,白鸽,白鸽,0,0
56102282,伍佰 & China Blue,泪桥,泪桥,0,0
56102276,伍佰 & China Blue,再度重相逢,再度重相逢,3,1
56102277,伍佰 & China Blue,晚风,晚风,2,1
28718451,伍佰 & China Blue,与你到永久,与你到永久,1,1
60245,伍佰 & China Blue,浪人情歌,浪人情歌,0,0
1086935,伍佰 & China Blue,梦醒时分,梦醒时分,3,1
53885666,伍佰 & China Blue,突然的自我 (Live),突然的自我,0,0
315892,伍佰 & China Blue,Last Dance,Last Dance,0,0
21247468,伍佰 & China Blue,浪人情歌,浪人情歌,0,0
11105351,伍佰 & China Blue,泪桥,泪桥,0,0
4301104,伍佰 & China Blue,再度重相逢,再度重相逢,4,1
13615868,伍佰 & China Blue,晚风,晚风,2,1
39593623,伍佰 & China Blue,与你到永久,与你到永久,1,1
21247495,伍佰 & China Blue,被动,被动,6,1
3208797,伍佰 & China Blue,浪人情歌 (Live),浪人情歌,0,0
3208809,伍佰 & China Blue,晚风 (Live),晚风,1,1
152785011,伍佰 & China Blue,晚风 (DJ版),晚风 (DJ版),0,0
299981125,伍佰 & China Blue,梦醒时分,梦醒时分,3,1
12958849,伍佰 & China Blue,Last Dance (Live),Last Dance,0,0
245288689,伍佰 & China Blue,梦醒时分,梦醒时分,3,1
57935,邓丽君,我只在乎你,我只在乎你,3,1
391950,邓丽君,月亮代表我的心,月亮代表我的心,5,1
92572,邓丽君,漫步人生路,漫步人生路,0,0
57850,邓丽君,恰似你的温柔,恰似你的温柔,3,1
161827,邓丽君,漫步人生路,漫步人生路,0,0
161611,邓丽君,我只在乎你,我只在乎你,3,1
71467,邓丽君,甜蜜蜜,甜蜜蜜,2,1
229277,邓丽君,甜蜜蜜,甜蜜蜜,2,1
22806416,邓丽君,漫步人生路,漫步人生路,0,0
24053323,邓丽君,阿里山的姑娘,阿里山的姑娘,3,1
22828318,邓丽君,北国の春,北国の春,3,1
776001,邓丽君,你怎么说,你怎么说,2,1
371364,邓丽君,漫步人生路,漫步人生路,0,0
92564,邓丽君,小城故事,小城故事,3,1
105819,邓丽君,甜蜜蜜,甜蜜蜜,2,1
984497,邓丽君,漫步人生路,漫步人生路,0,0
57943,邓丽君,北国之春,北国之春,0,0
3614318,邓丽君,夜来香,夜来香,13,1
3614320,邓丽君,又见炊烟,又见炊烟,2,1
1148127,邓丽君,微风细雨,微风细雨,0,0
22802880,邓丽君,甜蜜蜜 (Live In Hong Kong / 1982),甜蜜蜜,2,1
161705,邓丽君,月亮代表我的心,月亮代表我的心,5,1
634074,邓丽君,四季歌,四季歌,0,0
3085691,邓丽君,你怎么说,你怎么说,2,1
28684303,邓丽君,我只在乎你,我只在乎你,3,1
221390627,赵乃吉,总以为来日方长,总以为来日方长,6,1
182511256,赵乃吉,曾经你说,曾经你说,6,1
410998422,赵乃吉,相见恨晚,相见恨晚,6,1
423798063,赵乃吉,谁 (治愈版),谁 (治愈版),0,0
464870820,赵乃吉,推开世界的门,推开世界的门,3,1
359702458,赵乃吉,漂洋过海来看你（DJ阿卓版）,漂洋过海来看你（DJ阿卓版）,0,0
407546306,赵乃吉,黄昏（DJ德朋版）,黄昏（DJ德朋版）,0,0
406870189,赵乃吉,有多少爱可以重来（DJ阿卓版）,有多少爱可以重来（DJ阿卓版）,0,0
489084698,赵乃吉,你怎么舍得我难过（深情版）,你怎么舍得我难过（深情版）,0,0
408830402,赵乃吉,问（DJ版）,问（DJ版）,0,0
418584142,赵乃吉,祝你一路顺风,祝你一路顺风,4,1
465348093,赵乃吉,座位,座位,2,1
5632632,赵乃吉,最初的温柔,最初的温柔,0,0
592970638,赵乃吉,天灰,天灰,0,0
501256863,赵乃吉,只要有你,只要有你,3,1
502337420,赵乃吉,撕夜(DJ阿尼),撕夜(DJ阿尼),0,0
385581229,赵乃吉,痴心绝对 （DJ阿卓版）,痴心绝对 （DJ阿卓版）,0,0
465348077,赵乃吉,座位 (DJ铁柱版),座位 (DJ铁柱版),0,0
433782191,赵乃吉,七月七日晴（DJ阿卓版）,七月七日晴（DJ阿卓版）,0,0
418379905,赵乃吉,断点（DJ阿卓版）,断点（DJ阿卓版）,1,1
592866015,赵乃吉,等你的季节,等你的季节,0,0
271986256,赵乃吉,梦醒时分·2023,梦醒时分·2023,1,1
189396707,赵乃吉,错都错了,错都错了,3,1
261453336,赵乃吉,敬不到来日方长,敬不到来日方长,3,1
513323761,赵乃吉,放生(DJ阿尼),放生(DJ阿尼),0,0
158361,张宇,月亮惹的祸,月亮惹的祸,3,1
228948,张宇,雨一直下,雨一直下,2,1
215725,张宇,给你们,给你们,0,0
105279,张宇,曲终人散,曲终人散,6,1
105269,张宇,一言难尽,一言难尽,6,1
105287,张宇,给你们,给你们,0,0
158392,张宇,曲终人散,曲终人散,6,1
158378,张宇,用心良苦,用心良苦,4,1
158344,张宇,小小的太阳,小小的太阳,2,1
6951178,张宇,一言难尽,一言难尽,6,1
105281,张宇,雨一直下,雨一直下,2,1
15089771,张宇,小小的太阳 (Remastered),小小的太阳 (Remastered),0,0
105267,张宇,囚鸟,囚鸟,0,0
16948463,张宇,月亮惹的祸,月亮惹的祸,3,1
158367,张宇,男人的好,男人的好,6,1
15212920,张宇,一言难尽 (Remastered),一言难尽 (Remastered),0,0
61226,张宇,雨一直下,雨一直下,2,1
408047,张宇,用心良苦,用心良苦,4,1
158390,张宇,一言难尽,一言难尽,6,1
3442391,张宇,趁早 (Live),趁早,6,1
215717,张宇,大女人,大女人,3,1
15089781,张宇,趁早 (2005 Version),趁早 (2005 Version),0,0
2837509,张宇,单恋一枝花,单恋一枝花,3,1
6967331,张宇,用心良苦,用心良苦,4,1
158403,张宇,月亮惹的祸,月亮惹的祸,3,1
89622,王心凌,爱你,爱你,6,1
89626,王心凌,第一次爱的人,第一次爱的人,2,1
122706,王心凌,我会好好的,我会好好的,2,1
342238654,王心凌,我爱你中国 (Live),我爱你中国,8,1
58240758,王心凌,大眠,大眠,0,0
122708,王心凌,睫毛弯弯,睫毛弯弯,8,1
122701,王心凌,梦的光点,梦的光点,6,1
620461,王心凌,第一次爱的人,第一次爱的人,2,1
150605341,王心凌,第一次爱的人,第一次爱的人,2,1
150605383,王心凌,彩虹的微笑,彩虹的微笑,0,0
169088,王心凌,当你,当你,13,1
104118,王心凌,Honey,Honey,8,1
620470,王心凌,睫毛弯弯,睫毛弯弯,8,1
134979,王心凌,黄昏晓,黄昏晓,1,1
113118,王心凌,Da Da Da,Da Da Da,36,1
400551533,王心凌,如愿 (Live),如愿,1,1
102845,王心凌,第一次爱的人,第一次爱的人,2,1
323856144,王心凌,大中国 (Live),大中国,4,1
1018882,王心凌,不哭,不哭,8,1
275077,王心凌,彩虹的微笑,彩虹的微笑,0,0
150605350,王心凌,花的嫁纱,花的嫁纱,0,0
326305322,王心凌,送你一朵小红花 (Live),送你一朵小红花,11,1
28718343,王心凌,爱你,爱你,6,1
2265609,王心凌,睫毛弯弯,睫毛弯弯,8,1
22807949,刘珂矣,半壶纱,半壶纱,0,0
6826036,刘珂矣,风筝误,风筝误,11,1
324796602,刘珂矣,半壶纱 (变速版),半壶纱 (变速版),0,0
338920163,刘珂矣,半壶纱 (DJ名龙版),半壶纱 (DJ名龙版),0,0
349693821,刘珂矣,半壶纱 (Single Version),半壶纱 (Single Version),0,0
143381134,刘珂矣,闲庭絮,闲庭絮,0,0
63015039,刘珂矣,半壶纱,半壶纱,0,0
6826023,刘珂矣,半壶纱 (纯音乐),半壶纱,0,0
6826032,刘珂矣,芙蓉雨,芙蓉雨,0,0
6826037,刘珂矣,缥缃醉,缥缃醉,0,0
596132971,刘珂矣,万江天色,万江天色,2,1
278701809,刘珂矣,花满汐,花满汐,0,0
219364341,刘珂矣,青山册,青山册,0,0
85087552,刘珂矣,香雪迟,香雪迟,0,0
192498840,刘珂矣,人间一两风,人间一两风,6,1
6826031,刘珂矣,忘尘谷,忘尘谷,0,0
257180507,刘珂矣,落纸三千,落纸三千,6,1
233262441,刘珂矣,半壶纱 (3D环绕版),半壶纱 (3D环绕版),0,0
173644241,刘珂矣,提诗侧畔,提诗侧畔,0,0
6826033,刘珂矣,一袖云,一袖云,4,1
147559450,刘珂矣,闲庭絮 (DJ版),闲庭絮 (DJ版),0,0
69193905,刘珂矣,浮年盏,浮年盏,0,0
6826028,刘珂矣,风筝误 (纯音乐),风筝误,0,0
40077080,刘珂矣,暖山,暖山,0,0
531276057,老板,我曾像傻子一样爱你 (DJEva版),我曾像傻子一样爱你 (DJEva版),0,0
528052465,老板,我曾像傻子一样爱你,我曾像傻子一样爱你,0,0
538735826,老板,思念成灾 (DJ阿诺版),思念成灾 (DJ阿诺版),0,0
261458302,老板,死心,死心,4,1
611037129,老板,我不该动情,我不该动情,0,0
576430104,老板,不妨问问你自己,不妨问问你自己,0,0
531300748,老板,我曾像傻子一样爱你 (DJ豪大大版),我曾像傻子一样爱你 (DJ豪大大版),0,0
534567331,老板,思念成灾 (遗憾男版),思念成灾 (遗憾男版),0,0
559096751,老板,作废的约定,作废的约定,0,0
538057501,老板,风往故乡吹 (思乡版),风往故乡吹 (思乡版),0,0
543498108,老板,故乡的风来了又走,故乡的风来了又走,6,1
555366873,老板,我已把孟婆的汤喝光,我已把孟婆的汤喝光,0,0
531300720,老板,我曾像傻子一样爱你 (DJ阿诺版),我曾像傻子一样爱你 (DJ阿诺版),0,0
556993565,老板,深爱过的人怎么放手,深爱过的人怎么放手,0,0
592903516,老板,我很累却不敢喊疼,我很累却不敢喊疼,0,0
565834411,老板,忘了 (R&B版),忘了 (R&B版),0,0
140951841,老板,再也不见，至死怀念,再也不见，至死怀念,0,0
300316734,老板,做个俗人不谈情,做个俗人不谈情,0,0
558559290,老板,可惜春风不懂我伤悲,可惜春风不懂我伤悲,6,1
558559261,老板,可惜春风不懂我伤悲 (DJEva版),可惜春风不懂我伤悲 (DJEva版),0,0
606644643,老板,这一生你会遇见谁早已注定,这一生你会遇见谁早已注定,0,0
318854211,老板,骗子说给傻子听,骗子说给傻子听,3,1
560361909,老板,他究竟有多好,他究竟有多好,0,0
563747617,老板,有种心痛是你不再属于我,有种心痛是你不再属于我,0,0
556993639,老板,深爱过的人怎么放手 (DJ小行版),深爱过的人怎么放手 (DJ小行版),0,0
96765035,刘若英,后来,后来,8,1
58550,刘若英,后来,后来,8,1
82702,刘若英,原来你也在这里,原来你也在这里,6,1
251280,刘若英,当爱在靠近,当爱在靠近,6,1
238223,刘若英,后来,后来,8,1
165941,刘若英,后来,后来,8,1
165928,刘若英,为爱痴狂,为爱痴狂,5,1
22863738,刘若英,为爱痴狂,为爱痴狂,5,1
27779017,刘若英,当爱在靠近 (Live),当爱在靠近,6,1
1024063,刘若英,当爱在靠近,当爱在靠近,6,1
326812,刘若英,很爱很爱你,很爱很爱你,12,1
165975,刘若英,成全,成全,21,1
39981180,刘若英,大家来恋爱,大家来恋爱,2,1
51574603,刘若英,分开旅行,分开旅行,4,1
165927,刘若英,很爱很爱你,很爱很爱你,12,1
3360263,刘若英,幸福就是,幸福就是,6,1
52622295,刘若英,原来你也在这里,原来你也在这里,6,1
56191019,刘若英,原来你也在这里 (Live),原来你也在这里,6,1
40429561,刘若英,当爱在靠近,当爱在靠近,6,1
6944517,刘若英,分开旅行,分开旅行,4,1
3332403,刘若英,亲爱的路人,亲爱的路人,4,1
27779020,刘若英,为爱痴狂 (Live),为爱痴狂,6,1
685272,刘若英,我们没有在一起,我们没有在一起,7,1
215048,刘若英,一辈子的孤单,一辈子的孤单,0,0
326822,刘若英,为爱痴狂,为爱痴狂,5,1
78767,李克勤,月半小夜曲,月半小夜曲,0,0
328566,李克勤,一生不变,一生不变,2,1
328667,李克勤,护花使者,护花使者,0,0
197391854,李克勤,致敬勇士,致敬勇士,4,1
148358,李克勤,月半小夜曲,月半小夜曲,0,0
25252076,李克勤,红日,红日,2,1
27133143,李克勤,一生不变,一生不变,2,1
256658844,李克勤,晚风心里吹,晚风心里吹,2,1
1133143,李克勤,红日,红日,2,1
1063033,李克勤,红日,红日,2,1
4799031,李克勤,护花使者,护花使者,0,0
85672968,李克勤,天下有情人 (Live),天下有情人,0,0
148208,李克勤,一生不变,一生不变,2,1
1651004,李克勤,月半小夜曲,月半小夜曲,0,0
224561124,李克勤,红日 (Live),红日,1,1
328537,李克勤,爱你不需要理由,爱你不需要理由,0,0
982768,李克勤,爱你不需要理由,爱你不需要理由,0,0
148555,李克勤,旧欢如梦,旧欢如梦,0,0
378473507,李克勤,一生不变 (黑胶版),一生不变 (黑胶版),0,0
25251943,李克勤,红日,红日,2,1
140178877,李克勤,护花使者 (1991年度十大劲歌金曲颁奖典礼现场),护花使者,0,0
148385,李克勤,辜负你的情,辜负你的情,6,1
328689,李克勤,一生中最爱,一生中最爱,2,1
90100,张国荣,倩女幽魂,倩女幽魂,0,0
80458,张国荣,沉默是金,沉默是金,2,1
55014,张国荣,当年情,当年情,4,1
157050,张国荣,明月夜,明月夜,2,1
6638869,张国荣,倩女幽魂,倩女幽魂,0,0
295176,张国荣,当爱已成往事,当爱已成往事,0,0
27129203,张国荣,倩女幽魂,倩女幽魂,0,0
157159,张国荣,风继续吹,风继续吹,4,1
127207,张国荣,沉默是金,沉默是金,2,1
156980,张国荣,玻璃之情,玻璃之情,0,0
55156,张国荣,千千阕歌 (Live in Hong Kong / 1989-1990),千千阕歌,0,0
157185,张国荣,当年情 (Live in Hong Kong / 1989-1990),当年情,4,1
157270,张国荣,Monica,Monica,8,1
319718,张国荣,风继续吹,风继续吹,4,1
3033090,张国荣,春夏秋冬,春夏秋冬,0,0
28214385,张国荣,沉默是金 (独唱版),沉默是金 (独唱版),0,0
22809041,张国荣,沉默是金(合唱),沉默是金(合唱),0,0
319947,张国荣,倩女幽魂,倩女幽魂,0,0
154948,张国荣,沉默是金,沉默是金,2,1
297859,张国荣,有谁共鸣,有谁共鸣,4,1
27175108,张国荣,倩女幽魂,倩女幽魂,0,0
54993,张国荣,我 (Mandarin Version),我 (Mandarin Version),0,0
27860037,张国荣,沉默是金,沉默是金,2,1
157253,张国荣,别话,别话,0,0
80365,S.H.E,Super Star,Super Star,9,1
6449263,S.H.E,你曾是少年,你曾是少年,0,0
240843,S.H.E,中国话,中国话,12,1
22863457,S.H.E,安静了,安静了,1,1
80362,S.H.E,半糖主义,半糖主义,10,1
44435374,S.H.E,不想长大,不想长大,12,1
313051,S.H.E,恋人未满,恋人未满,2,1
177848,S.H.E,波斯猫,波斯猫,6,1
177847,S.H.E,他还是不懂,他还是不懂,0,0
177769,S.H.E,Super Star,Super Star,9,1
556687,S.H.E,天灰,天灰,0,0
177902,S.H.E,热带雨林,热带雨林,6,1
177765,S.H.E,Ring Ring Ring,Ring Ring Ring,2,1
556689,S.H.E,五月天,五月天,4,1
177763,S.H.E,触电,触电,9,1
4437619,S.H.E,一眼万年,一眼万年,0,0
83888,S.H.E,美丽新世界,美丽新世界,6,1
672803,S.H.E,爱上你,爱上你,5,1
240841,S.H.E,谢谢你的温柔,谢谢你的温柔,0,0
99620,S.H.E,痛快,痛快,26,1
177757,S.H.E,一眼万年,一眼万年,0,0
135415,S.H.E,紫藤花,紫藤花,8,1
99621,S.H.E,候鸟,候鸟,6,1
350635,S.H.E,新窝,新窝,2,1
26287850,S.H.E,天亮了,天亮了,14,1
3493737,Taylor Swift,Love Story,Love Story,4,1
5834386,Taylor Swift,Welcome To New York,Welcome To New York,29,1
166391234,Taylor Swift,Love Story (Taylor's Version),Love Story (Taylor's Version),0,0
73491400,Taylor Swift,Cruel Summer,Cruel Summer,6,1
587737612,Taylor Swift,"I Knew It, I Knew You","I Knew It, I Knew You",9,1
59436283,Taylor Swift,Love Story,Love Story,4,1
309502858,Taylor Swift,Cruel Summer,Cruel Summer,6,1
3493724,Taylor Swift,You Belong With Me,You Belong With Me,11,1
30382874,Taylor Swift,Look What You Made Me Do,Look What You Made Me Do,19,1
61242390,Taylor Swift,Love Story (1989 Mix),Love Story (1989 Mix),0,0
73491401,Taylor Swift,Lover,Lover,6,1
5253684,Taylor Swift,Shake It Off,Shake It Off,36,1
10621896,Taylor Swift,Style,Style,11,1
504402802,Taylor Swift,The Fate of Ophelia,The Fate of Ophelia,3,1
146032128,Taylor Swift,exile,exile,3,1
5836891,Taylor Swift,Blank Space,Blank Space,3,1
